District,District_Lat,District_Lon,Mandi,Mandi_Lat,Mandi_Lon,Distance_km,Estimated_Transport_Cost_Rs
West Godavari,16.7107,81.0952,Tirupati APMC,13.6288,79.4192,387.02,11610.45
West Godavari,16.7107,81.0952,Rajampet APMC,14.1933,79.1606,348.34,10450.1
West Godavari,16.7107,81.0952,Ambajipeta APMC,16.715,81.99,95.3,2858.86
West Godavari,16.7107,81.0952,Rajahmundry APMC,16.9891,81.784,79.57,2387.14
West Godavari,16.7107,81.0952,Ravulapalem APMC,16.7667,81.8333,78.84,2365.25
West Godavari,16.7107,81.0952,Thiruchanur APMC,13.6173,79.4105,388.58,11657.5
West Godavari,16.7107,81.0952,Vijayanagaram APMC,18.1067,83.3956,289.25,8677.44
West Godavari,16.7107,81.0952,Nandyal APMC,15.477,78.4836,310.91,9327.23
West Godavari,16.7107,81.0952,Palamaner APMC,13.1992,78.7476,464.8,13944.02
West Godavari,16.7107,81.0952,Tadikonda APMC,16.4128,80.4534,76,2280.07
West Godavari,16.7107,81.0952,Tiruvuru APMC,17.1,80.6333,65.49,1964.65
West Godavari,16.7107,81.0952,Adoni APMC,15.6279,77.2749,425.38,12761.29
West Godavari,16.7107,81.0952,Atmakur(SPS) APMC,14.6247,79.4126,293.68,8810.48
West Godavari,16.7107,81.0952,Dharmavaram APMC,14.4143,77.7126,443.25,13297.39
West Godavari,16.7107,81.0952,Tenakallu APMC,14.25,77.7333,452.36,13570.81
West Godavari,16.7107,81.0952,Cuddapah APMC,14.4673,78.8242,348.4,10451.92
West Godavari,16.7107,81.0952,Lakkireddipalli APMC,14.1283,78.7239,383.47,11504.18
West Godavari,16.7107,81.0952,Pulivendula APMC,14.4214,78.225,399.13,11973.95
West Godavari,16.7107,81.0952,Yemmiganur APMC,15.772,77.483,399.5,11984.86
West Godavari,16.7107,81.0952,Gudur APMC,14.1467,79.85,314.79,9443.8
West Godavari,16.7107,81.0952,Kadiri APMC,14.1116,78.1616,427.08,12812.33
West Godavari,16.7107,81.0952,Jaggayyapeta APMC,16.8938,80.0971,108.18,3245.36
West Godavari,16.7107,81.0952,Mylavaram APMC,16.7626,80.642,48.6,1458.08
West Godavari,16.7107,81.0952,Bangarupalyam APMC,13.2123,78.95,452.12,13563.54
West Godavari,16.7107,81.0952,Chittoor APMC,13.2172,79.1003,443.63,13308.91
West Godavari,16.7107,81.0952,Puttur APMC,13.4416,79.5535,399.41,11982.29
West Godavari,16.7107,81.0952,Rampachodavaram APMC,17.4333,81.7833,108.65,3259.62
West Godavari,16.7107,81.0952,Proddatur APMC,14.75,78.55,348.9,10467.04
West Godavari,16.7107,81.0952,Jaggampeta APMC,17.1865,82.059,115.36,3460.85
West Godavari,16.7107,81.0952,Kakinada APMC,16.9891,82.2475,126.48,3794.27
West Godavari,16.7107,81.0952,Karapa APMC,16.9833,82.2333,124.85,3745.64
West Godavari,16.7107,81.0952,Peddapuram APMC,17.0833,82.1333,117.96,3538.89
West Godavari,16.7107,81.0952,Prattipadu APMC,16.3,80.4167,85.55,2566.38
West Godavari,16.7107,81.0952,Tuni APMC,17.35,82.55,170.23,5106.76
West Godavari,16.7107,81.0952,Divi APMC,16.45,81.15,29.57,887.13
West Godavari,16.7107,81.0952,Nellore APMC,14.4426,79.9865,278.76,8362.72
West Godavari,16.7107,81.0952,Chintapalli APMC,17.8667,82.35,185.12,5553.69
West Godavari,16.7107,81.0952,Gopalavaram APMC,16.7333,81.6833,62.68,1880.36
West Godavari,16.7107,81.0952,Anantapur APMC,14.6819,77.6006,436.82,13104.71
West Godavari,16.7107,81.0952,Valmikipuram APMC,13.9167,79.2167,370.27,11108.05
West Godavari,16.7107,81.0952,Kalikiri APMC,13.55,78.8,429.18,12875.47
West Godavari,16.7107,81.0952,Madanapalli APMC,13.5503,78.5029,448.22,13446.53
West Godavari,16.7107,81.0952,Mulakalacheruvu APMC,13.8,78.3833,435.16,13054.86
West Godavari,16.7107,81.0952,Punganur APMC,13.3667,78.5833,459.35,13780.36
West Godavari,16.7107,81.0952,Vayalapadu APMC,13.3667,78.7,452.1,13563.07
West Godavari,16.7107,81.0952,Pattikonda APMC,15.395,77.5086,410.22,12306.61
West Godavari,16.7107,81.0952,Duggirala APMC,16.3237,80.621,66.39,1991.64
West Godavari,16.7107,81.0952,Paderu APMC,18.0833,82.6667,226.05,6781.47
West Godavari,16.7107,81.0952,Ipur APMC,16.09,79.97,138.45,4153.63
Kakinada,16.9891,82.2475,Kurnool APMC,15.8281,78.0373,467.26,14017.68
Kakinada,16.9891,82.2475,Rapur APMC,14.2,79.5333,425.05,12751.41
Kakinada,16.9891,82.2475,Tirupati APMC,13.6288,79.4192,481.24,14437.15
Kakinada,16.9891,82.2475,Rajampet APMC,14.1933,79.1606,453.79,13613.68
Kakinada,16.9891,82.2475,Ambajipeta APMC,16.715,81.99,40.99,1229.59
Kakinada,16.9891,82.2475,Rajahmundry APMC,16.9891,81.784,49.29,1478.69
Kakinada,16.9891,82.2475,Ravulapalem APMC,16.7667,81.8333,50.54,1516.11
Kakinada,16.9891,82.2475,Thiruchanur APMC,13.6173,79.4105,482.82,14484.73
Kakinada,16.9891,82.2475,Vijayanagaram APMC,18.1067,83.3956,173.95,5218.54
Kakinada,16.9891,82.2475,Nandyal APMC,15.477,78.4836,435.58,13067.41
Kakinada,16.9891,82.2475,Palamaner APMC,13.1992,78.7476,564.54,16936.35
Kakinada,16.9891,82.2475,Tadikonda APMC,16.4128,80.4534,201.54,6046.12
Kakinada,16.9891,82.2475,Tiruvuru APMC,17.1,80.6333,172.05,5161.47
Kakinada,16.9891,82.2475,Adoni APMC,15.6279,77.2749,551.82,16554.46
Kakinada,16.9891,82.2475,Atmakur(SPS) APMC,14.6247,79.4126,401.37,12041.12
Kakinada,16.9891,82.2475,Dharmavaram APMC,14.4143,77.7126,563.53,16905.87
Kakinada,16.9891,82.2475,Tenakallu APMC,14.25,77.7333,571.31,17139.32
Kakinada,16.9891,82.2475,Cuddapah APMC,14.4673,78.8242,461.36,13840.72
Kakinada,16.9891,82.2475,Lakkireddipalli APMC,14.1283,78.7239,493.58,14807.36
Kakinada,16.9891,82.2475,Pulivendula APMC,14.4214,78.225,516.6,15498.04
Kakinada,16.9891,82.2475,Yemmiganur APMC,15.772,77.483,525.97,15779.09
Kakinada,16.9891,82.2475,Gudur APMC,14.1467,79.85,407.22,12216.59
Kakinada,16.9891,82.2475,Kadiri APMC,14.1116,78.1616,542.13,16263.85
Kakinada,16.9891,82.2475,Jaggayyapeta APMC,16.8938,80.0971,228.98,6869.43
Kakinada,16.9891,82.2475,Mylavaram APMC,16.7626,80.642,172.68,5180.44
Kakinada,16.9891,82.2475,Bangarupalyam APMC,13.2123,78.95,549.21,16476.21
Kakinada,16.9891,82.2475,Chittoor APMC,13.2172,79.1003,538.53,16155.78
Kakinada,16.9891,82.2475,Puttur APMC,13.4416,79.5535,489,14670.06
Kakinada,16.9891,82.2475,Rampachodavaram APMC,17.4333,81.7833,69.79,2093.7
Kakinada,16.9891,82.2475,Proddatur APMC,14.75,78.55,467.29,14018.69
Kakinada,16.9891,82.2475,Jaggampeta APMC,17.1865,82.059,29.72,891.56
Kakinada,16.9891,82.2475,Kakinada APMC,16.9891,82.2475,0,0
Kakinada,16.9891,82.2475,Karapa APMC,16.9833,82.2333,1.64,49.26
Kakinada,16.9891,82.2475,Peddapuram APMC,17.0833,82.1333,16.04,481.05
Kakinada,16.9891,82.2475,Prattipadu APMC,16.3,80.4167,209.56,6286.65
Kakinada,16.9891,82.2475,Tuni APMC,17.35,82.55,51.41,1542.38
Kakinada,16.9891,82.2475,Divi APMC,16.45,81.15,131.35,3940.58
Kakinada,16.9891,82.2475,Nellore APMC,14.4426,79.9865,372.47,11174.2
Kakinada,16.9891,82.2475,Chintapalli APMC,17.8667,82.35,98.19,2945.66
Kakinada,16.9891,82.2475,Gopalavaram APMC,16.7333,81.6833,66.44,1993.08
Kakinada,16.9891,82.2475,Anantapur APMC,14.6819,77.6006,559.35,16780.6
Kakinada,16.9891,82.2475,Valmikipuram APMC,13.9167,79.2167,471.37,14141.24
Kakinada,16.9891,82.2475,Kalikiri APMC,13.55,78.8,531.93,15957.78
Kakinada,16.9891,82.2475,Madanapalli APMC,13.5503,78.5029,554.52,16635.71
Kakinada,16.9891,82.2475,Mulakalacheruvu APMC,13.8,78.3833,545.26,16357.68
Kakinada,16.9891,82.2475,Punganur APMC,13.3667,78.5833,562.85,16885.59
Kakinada,16.9891,82.2475,Vayalapadu APMC,13.3667,78.7,554.18,16625.4
Kakinada,16.9891,82.2475,Pattikonda APMC,15.395,77.5086,536.16,16084.68
Kakinada,16.9891,82.2475,Duggirala APMC,16.3237,80.621,188.4,5652.13
Kakinada,16.9891,82.2475,Paderu APMC,18.0833,82.6667,129.53,3886
Kakinada,16.9891,82.2475,Ipur APMC,16.09,79.97,262.54,7876.31
Eluru,16.7107,81.0952,Kurnool APMC,15.8281,78.0373,340.83,10225.04
Eluru,16.7107,81.0952,Rapur APMC,14.2,79.5333,325.51,9765.23
Eluru,16.7107,81.0952,Tirupati APMC,13.6288,79.4192,387.02,11610.45
Eluru,16.7107,81.0952,Rajampet APMC,14.1933,79.1606,348.34,10450.1
Eluru,16.7107,81.0952,Ambajipeta APMC,16.715,81.99,95.3,2858.86
Eluru,16.7107,81.0952,Rajahmundry APMC,16.9891,81.784,79.57,2387.14
Eluru,16.7107,81.0952,Ravulapalem APMC,16.7667,81.8333,78.84,2365.25
Eluru,16.7107,81.0952,Thiruchanur APMC,13.6173,79.4105,388.58,11657.5
Eluru,16.7107,81.0952,Vijayanagaram APMC,18.1067,83.3956,289.25,8677.44
Eluru,16.7107,81.0952,Nandyal APMC,15.477,78.4836,310.91,9327.23
Eluru,16.7107,81.0952,Palamaner APMC,13.1992,78.7476,464.8,13944.02
Eluru,16.7107,81.0952,Tadikonda APMC,16.4128,80.4534,76,2280.07
Eluru,16.7107,81.0952,Tiruvuru APMC,17.1,80.6333,65.49,1964.65
Eluru,16.7107,81.0952,Adoni APMC,15.6279,77.2749,425.38,12761.29
Eluru,16.7107,81.0952,Atmakur(SPS) APMC,14.6247,79.4126,293.68,8810.48
Eluru,16.7107,81.0952,Dharmavaram APMC,14.4143,77.7126,443.25,13297.39
Eluru,16.7107,81.0952,Tenakallu APMC,14.25,77.7333,452.36,13570.81
Eluru,16.7107,81.0952,Cuddapah APMC,14.4673,78.8242,348.4,10451.92
Eluru,16.7107,81.0952,Lakkireddipalli APMC,14.1283,78.7239,383.47,11504.18
Eluru,16.7107,81.0952,Pulivendula APMC,14.4214,78.225,399.13,11973.95
Eluru,16.7107,81.0952,Yemmiganur APMC,15.772,77.483,399.5,11984.86
Eluru,16.7107,81.0952,Gudur APMC,14.1467,79.85,314.79,9443.8
Eluru,16.7107,81.0952,Kadiri APMC,14.1116,78.1616,427.08,12812.33
Eluru,16.7107,81.0952,Jaggayyapeta APMC,16.8938,80.0971,108.18,3245.36
Eluru,16.7107,81.0952,Mylavaram APMC,16.7626,80.642,48.6,1458.08
Eluru,16.7107,81.0952,Bangarupalyam APMC,13.2123,78.95,452.12,13563.54
Eluru,16.7107,81.0952,Chittoor APMC,13.2172,79.1003,443.63,13308.91
Eluru,16.7107,81.0952,Puttur APMC,13.4416,79.5535,399.41,11982.29
Eluru,16.7107,81.0952,Rampachodavaram APMC,17.4333,81.7833,108.65,3259.62
Eluru,16.7107,81.0952,Proddatur APMC,14.75,78.55,348.9,10467.04
Eluru,16.7107,81.0952,Jaggampeta APMC,17.1865,82.059,115.36,3460.85
Eluru,16.7107,81.0952,Kakinada APMC,16.9891,82.2475,126.48,3794.27
Eluru,16.7107,81.0952,Karapa APMC,16.9833,82.2333,124.85,3745.64
Eluru,16.7107,81.0952,Peddapuram APMC,17.0833,82.1333,117.96,3538.89
Eluru,16.7107,81.0952,Prattipadu APMC,16.3,80.4167,85.55,2566.38
Eluru,16.7107,81.0952,Tuni APMC,17.35,82.55,170.23,5106.76
Eluru,16.7107,81.0952,Divi APMC,16.45,81.15,29.57,887.13
Eluru,16.7107,81.0952,Nellore APMC,14.4426,79.9865,278.76,8362.72
Eluru,16.7107,81.0952,Chintapalli APMC,17.8667,82.35,185.12,5553.69
Eluru,16.7107,81.0952,Gopalavaram APMC,16.7333,81.6833,62.68,1880.36
Eluru,16.7107,81.0952,Anantapur APMC,14.6819,77.6006,436.82,13104.71
Eluru,16.7107,81.0952,Valmikipuram APMC,13.9167,79.2167,370.27,11108.05
Eluru,16.7107,81.0952,Kalikiri APMC,13.55,78.8,429.18,12875.47
Eluru,16.7107,81.0952,Madanapalli APMC,13.5503,78.5029,448.22,13446.53
Eluru,16.7107,81.0952,Mulakalacheruvu APMC,13.8,78.3833,435.16,13054.86
Eluru,16.7107,81.0952,Punganur APMC,13.3667,78.5833,459.35,13780.36
Eluru,16.7107,81.0952,Vayalapadu APMC,13.3667,78.7,452.1,13563.07
Eluru,16.7107,81.0952,Pattikonda APMC,15.395,77.5086,410.22,12306.61
Eluru,16.7107,81.0952,Duggirala APMC,16.3237,80.621,66.39,1991.64
Eluru,16.7107,81.0952,Paderu APMC,18.0833,82.6667,226.05,6781.47
Eluru,16.7107,81.0952,Ipur APMC,16.09,79.97,138.45,4153.63
Konaseema,16.854,81.928,Kurnool APMC,15.8281,78.0373,430.52,12915.73
Konaseema,16.854,81.928,Rapur APMC,14.2,79.5333,391.02,11730.68
Konaseema,16.854,81.928,Tirupati APMC,13.6288,79.4192,448.37,13450.98
Konaseema,16.854,81.928,Rajampet APMC,14.1933,79.1606,418.83,12564.94
Konaseema,16.854,81.928,Ambajipeta APMC,16.715,81.99,16.81,504.19
Konaseema,16.854,81.928,Rajahmundry APMC,16.9891,81.784,21.46,643.67
Konaseema,16.854,81.928,Ravulapalem APMC,16.7667,81.8333,13.99,419.83
Konaseema,16.854,81.928,Thiruchanur APMC,13.6173,79.4105,449.95,13498.59
Konaseema,16.854,81.928,Vijayanagaram APMC,18.1067,83.3956,208.88,6266.3
Konaseema,16.854,81.928,Nandyal APMC,15.477,78.4836,398.44,11953.09
Konaseema,16.854,81.928,Palamaner APMC,13.1992,78.7476,530.81,15924.45
Konaseema,16.854,81.928,Tadikonda APMC,16.4128,80.4534,164.59,4937.63
Konaseema,16.854,81.928,Tiruvuru APMC,17.1,80.6333,140.38,4211.43
Konaseema,16.854,81.928,Adoni APMC,15.6279,77.2749,515.1,15453.04
Konaseema,16.854,81.928,Atmakur(SPS) APMC,14.6247,79.4126,365.94,10978.16
Konaseema,16.854,81.928,Dharmavaram APMC,14.4143,77.7126,526.59,15797.83
Konaseema,16.854,81.928,Tenakallu APMC,14.25,77.7333,534.52,16035.5
Konaseema,16.854,81.928,Cuddapah APMC,14.4673,78.8242,425.26,12757.68
Konaseema,16.854,81.928,Lakkireddipalli APMC,14.1283,78.7239,457.94,13738.24
Konaseema,16.854,81.928,Pulivendula APMC,14.4214,78.225,479.95,14398.64
Konaseema,16.854,81.928,Yemmiganur APMC,15.772,77.483,489.37,14680.96
Konaseema,16.854,81.928,Gudur APMC,14.1467,79.85,374.42,11232.55
Konaseema,16.854,81.928,Kadiri APMC,14.1116,78.1616,505.81,15174.33
Konaseema,16.854,81.928,Jaggayyapeta APMC,16.8938,80.0971,194.87,5846.13
Konaseema,16.854,81.928,Mylavaram APMC,16.7626,80.642,137.26,4117.92
Konaseema,16.854,81.928,Bangarupalyam APMC,13.2123,78.95,515.95,15478.59
Konaseema,16.854,81.928,Chittoor APMC,13.2172,79.1003,505.67,15170.2
Konaseema,16.854,81.928,Puttur APMC,13.4416,79.5535,457.06,13711.83
Konaseema,16.854,81.928,Rampachodavaram APMC,17.4333,81.7833,66.22,1986.74
Konaseema,16.854,81.928,Proddatur APMC,14.75,78.55,430.51,12915.3
Konaseema,16.854,81.928,Jaggampeta APMC,17.1865,82.059,39.51,1185.27
Konaseema,16.854,81.928,Kakinada APMC,16.9891,82.2475,37.16,1114.81
Konaseema,16.854,81.928,Karapa APMC,16.9833,82.2333,35.52,1065.56
Konaseema,16.854,81.928,Peddapuram APMC,17.0833,82.1333,33.57,1007.05
Konaseema,16.854,81.928,Prattipadu APMC,16.3,80.4167,172.44,5173.25
Konaseema,16.854,81.928,Tuni APMC,17.35,82.55,86.09,2582.73
Konaseema,16.854,81.928,Divi APMC,16.45,81.15,94.27,2828.19
Konaseema,16.854,81.928,Nellore APMC,14.4426,79.9865,339.27,10178.09
Konaseema,16.854,81.928,Chintapalli APMC,17.8667,82.35,121.19,3635.59
Konaseema,16.854,81.928,Gopalavaram APMC,16.7333,81.6833,29.3,879.1
Konaseema,16.854,81.928,Anantapur APMC,14.6819,77.6006,522.24,15667.27
Konaseema,16.854,81.928,Valmikipuram APMC,13.9167,79.2167,437.2,13116.08
Konaseema,16.854,81.928,Kalikiri APMC,13.55,78.8,497.59,14927.6
Konaseema,16.854,81.928,Madanapalli APMC,13.5503,78.5029,519.59,15587.78
Konaseema,16.854,81.928,Mulakalacheruvu APMC,13.8,78.3833,509.68,15290.51
Konaseema,16.854,81.928,Punganur APMC,13.3667,78.5833,528.43,15852.81
Konaseema,16.854,81.928,Vayalapadu APMC,13.3667,78.7,520,15599.98
Konaseema,16.854,81.928,Pattikonda APMC,15.395,77.5086,499.16,14974.73
Konaseema,16.854,81.928,Duggirala APMC,16.3237,80.621,151.25,4537.5
Konaseema,16.854,81.928,Paderu APMC,18.0833,82.6667,157.55,4726.63
Konaseema,16.854,81.928,Ipur APMC,16.09,79.97,225.4,6762.1
Alluri Sitarama Raju,17.8833,82.6667,Kurnool APMC,15.8281,78.0373,543.03,16291
Alluri Sitarama Raju,17.8833,82.6667,Rapur APMC,14.2,79.5333,528.98,15869.34
Alluri Sitarama Raju,17.8833,82.6667,Tirupati APMC,13.6288,79.4192,586.95,17608.61
Alluri Sitarama Raju,17.8833,82.6667,Rajampet APMC,14.1933,79.1606,555.59,16667.68
Alluri Sitarama Raju,17.8833,82.6667,Ambajipeta APMC,16.715,81.99,148.45,4453.5
Alluri Sitarama Raju,17.8833,82.6667,Rajahmundry APMC,16.9891,81.784,136.58,4097.5
Alluri Sitarama Raju,17.8833,82.6667,Ravulapalem APMC,16.7667,81.8333,152.45,4573.56
Alluri Sitarama Raju,17.8833,82.6667,Thiruchanur APMC,13.6173,79.4105,588.54,17656.23
Alluri Sitarama Raju,17.8833,82.6667,Vijayanagaram APMC,18.1067,83.3956,80.99,2429.67
Alluri Sitarama Raju,17.8833,82.6667,Nandyal APMC,15.477,78.4836,519.69,15590.73
Alluri Sitarama Raju,17.8833,82.6667,Palamaner APMC,13.1992,78.7476,668.9,20067.1
Alluri Sitarama Raju,17.8833,82.6667,Tadikonda APMC,16.4128,80.4534,286.42,8592.55
Alluri Sitarama Raju,17.8833,82.6667,Tiruvuru APMC,17.1,80.6333,232.57,6977.13
Alluri Sitarama Raju,17.8833,82.6667,Adoni APMC,15.6279,77.2749,626.41,18792.45
Alluri Sitarama Raju,17.8833,82.6667,Atmakur(SPS) APMC,14.6247,79.4126,501.91,15057.41
Alluri Sitarama Raju,17.8833,82.6667,Dharmavaram APMC,14.4143,77.7126,654.72,19641.52
Alluri Sitarama Raju,17.8833,82.6667,Tenakallu APMC,14.25,77.7333,664.05,19921.65
Alluri Sitarama Raju,17.8833,82.6667,Cuddapah APMC,14.4673,78.8242,559.11,16773.24
Alluri Sitarama Raju,17.8833,82.6667,Lakkireddipalli APMC,14.1283,78.7239,593.17,17795.09
Alluri Sitarama Raju,17.8833,82.6667,Pulivendula APMC,14.4214,78.225,610.85,18325.62
Alluri Sitarama Raju,17.8833,82.6667,Yemmiganur APMC,15.772,77.483,599.54,17986.2
Alluri Sitarama Raju,17.8833,82.6667,Gudur APMC,14.1467,79.85,513.05,15391.51
Alluri Sitarama Raju,17.8833,82.6667,Kadiri APMC,14.1116,78.1616,638.48,19154.55
Alluri Sitarama Raju,17.8833,82.6667,Jaggayyapeta APMC,16.8938,80.0971,294.03,8820.75
Alluri Sitarama Raju,17.8833,82.6667,Mylavaram APMC,16.7626,80.642,248.43,7453.02
Alluri Sitarama Raju,17.8833,82.6667,Bangarupalyam APMC,13.2123,78.95,654.36,19630.7
Alluri Sitarama Raju,17.8833,82.6667,Chittoor APMC,13.2172,79.1003,644.25,19327.57
Alluri Sitarama Raju,17.8833,82.6667,Puttur APMC,13.4416,79.5535,595.79,17873.61
Alluri Sitarama Raju,17.8833,82.6667,Rampachodavaram APMC,17.4333,81.7833,106.14,3184.09
Alluri Sitarama Raju,17.8833,82.6667,Proddatur APMC,14.75,78.55,560.64,16819.33
Alluri Sitarama Raju,17.8833,82.6667,Jaggampeta APMC,17.1865,82.059,100.77,3023.13
Alluri Sitarama Raju,17.8833,82.6667,Kakinada APMC,16.9891,82.2475,108.92,3267.67
Alluri Sitarama Raju,17.8833,82.6667,Karapa APMC,16.9833,82.2333,110.13,3303.96
Alluri Sitarama Raju,17.8833,82.6667,Peddapuram APMC,17.0833,82.1333,105.42,3162.61
Alluri Sitarama Raju,17.8833,82.6667,Prattipadu APMC,16.3,80.4167,296.95,8908.41
Alluri Sitarama Raju,17.8833,82.6667,Tuni APMC,17.35,82.55,60.58,1817.29
Alluri Sitarama Raju,17.8833,82.6667,Divi APMC,16.45,81.15,226.64,6799.06
Alluri Sitarama Raju,17.8833,82.6667,Nellore APMC,14.4426,79.9865,477.78,14333.53
Alluri Sitarama Raju,17.8833,82.6667,Chintapalli APMC,17.8667,82.35,33.57,1006.99
Alluri Sitarama Raju,17.8833,82.6667,Gopalavaram APMC,16.7333,81.6833,165.08,4952.29
Alluri Sitarama Raju,17.8833,82.6667,Anantapur APMC,14.6819,77.6006,647.3,19419.06
Alluri Sitarama Raju,17.8833,82.6667,Valmikipuram APMC,13.9167,79.2167,574.97,17249.07
Alluri Sitarama Raju,17.8833,82.6667,Kalikiri APMC,13.55,78.8,635.11,19053.28
Alluri Sitarama Raju,17.8833,82.6667,Madanapalli APMC,13.5503,78.5029,656.24,19687.14
Alluri Sitarama Raju,17.8833,82.6667,Mulakalacheruvu APMC,13.8,78.3833,644.97,19349.1
Alluri Sitarama Raju,17.8833,82.6667,Punganur APMC,13.3667,78.5833,665.81,19974.42
Alluri Sitarama Raju,17.8833,82.6667,Vayalapadu APMC,13.3667,78.7,657.68,19730.4
Alluri Sitarama Raju,17.8833,82.6667,Pattikonda APMC,15.395,77.5086,615.2,18455.99
Alluri Sitarama Raju,17.8833,82.6667,Duggirala APMC,16.3237,80.621,278.1,8342.91
Alluri Sitarama Raju,17.8833,82.6667,Paderu APMC,18.0833,82.6667,22.24,667.17
Alluri Sitarama Raju,17.8833,82.6667,Ipur APMC,16.09,79.97,349.28,10478.29
Visakhapatnam,17.6868,83.2185,Kurnool APMC,15.8281,78.0373,589.06,17671.77
Visakhapatnam,17.6868,83.2185,Rapur APMC,14.2,79.5333,552.73,16581.75
Visakhapatnam,17.6868,83.2185,Tirupati APMC,13.6288,79.4192,607.45,18223.42
Visakhapatnam,17.6868,83.2185,Rajampet APMC,14.1933,79.1606,582.29,17468.76
Visakhapatnam,17.6868,83.2185,Ambajipeta APMC,16.715,81.99,169.42,5082.74
Visakhapatnam,17.6868,83.2185,Rajahmundry APMC,16.9891,81.784,170.89,5126.57
Visakhapatnam,17.6868,83.2185,Ravulapalem APMC,16.7667,81.8333,179.19,5375.81
Visakhapatnam,17.6868,83.2185,Thiruchanur APMC,13.6173,79.4105,609.03,18270.84
Visakhapatnam,17.6868,83.2185,Vijayanagaram APMC,18.1067,83.3956,50.31,1509.33
Visakhapatnam,17.6868,83.2185,Nandyal APMC,15.477,78.4836,561.2,16836.08
Visakhapatnam,17.6868,83.2185,Palamaner APMC,13.1992,78.7476,691.72,20751.51
Visakhapatnam,17.6868,83.2185,Tadikonda APMC,16.4128,80.4534,326.3,9788.92
Visakhapatnam,17.6868,83.2185,Tiruvuru APMC,17.1,80.6333,281.97,8459
Visakhapatnam,17.6868,83.2185,Adoni APMC,15.6279,77.2749,673.22,20196.62
Visakhapatnam,17.6868,83.2185,Atmakur(SPS) APMC,14.6247,79.4126,530.2,15905.91
Visakhapatnam,17.6868,83.2185,Dharmavaram APMC,14.4143,77.7126,691.7,20750.91
Visakhapatnam,17.6868,83.2185,Tenakallu APMC,14.25,77.7333,699.82,20994.62
Visakhapatnam,17.6868,83.2185,Cuddapah APMC,14.4673,78.8242,590.36,17710.7
Visakhapatnam,17.6868,83.2185,Lakkireddipalli APMC,14.1283,78.7239,622.48,18674.36
Visakhapatnam,17.6868,83.2185,Pulivendula APMC,14.4214,78.225,645.33,19360
Visakhapatnam,17.6868,83.2185,Yemmiganur APMC,15.772,77.483,646.76,19402.78
Visakhapatnam,17.6868,83.2185,Gudur APMC,14.1467,79.85,533.52,16005.59
Visakhapatnam,17.6868,83.2185,Kadiri APMC,14.1116,78.1616,671.09,20132.74
Visakhapatnam,17.6868,83.2185,Jaggayyapeta APMC,16.8938,80.0971,342.92,10287.69
Visakhapatnam,17.6868,83.2185,Mylavaram APMC,16.7626,80.642,292.3,8768.99
Visakhapatnam,17.6868,83.2185,Bangarupalyam APMC,13.2123,78.95,675.8,20273.93
Visakhapatnam,17.6868,83.2185,Chittoor APMC,13.2172,79.1003,664.6,19937.85
Visakhapatnam,17.6868,83.2185,Puttur APMC,13.4416,79.5535,613.89,18416.65
Visakhapatnam,17.6868,83.2185,Rampachodavaram APMC,17.4333,81.7833,154.74,4642.17
Visakhapatnam,17.6868,83.2185,Proddatur APMC,14.75,78.55,595.83,17875.02
Visakhapatnam,17.6868,83.2185,Jaggampeta APMC,17.1865,82.059,135,4050.01
Visakhapatnam,17.6868,83.2185,Kakinada APMC,16.9891,82.2475,129,3869.98
Visakhapatnam,17.6868,83.2185,Karapa APMC,16.9833,82.2333,130.59,3917.8
Visakhapatnam,17.6868,83.2185,Peddapuram APMC,17.0833,82.1333,133.28,3998.45
Visakhapatnam,17.6868,83.2185,Prattipadu APMC,16.3,80.4167,335.47,10064.2
Visakhapatnam,17.6868,83.2185,Tuni APMC,17.35,82.55,80.17,2405.13
Visakhapatnam,17.6868,83.2185,Divi APMC,16.45,81.15,259.34,7780.13
Visakhapatnam,17.6868,83.2185,Nellore APMC,14.4426,79.9865,499.35,14980.65
Visakhapatnam,17.6868,83.2185,Chintapalli APMC,17.8667,82.35,94.11,2823.37
Visakhapatnam,17.6868,83.2185,Gopalavaram APMC,16.7333,81.6833,194.5,5834.97
Visakhapatnam,17.6868,83.2185,Anantapur APMC,14.6819,77.6006,686.61,20598.18
Visakhapatnam,17.6868,83.2185,Valmikipuram APMC,13.9167,79.2167,599.15,17974.45
Visakhapatnam,17.6868,83.2185,Kalikiri APMC,13.55,78.8,659.82,19794.48
Visakhapatnam,17.6868,83.2185,Madanapalli APMC,13.5503,78.5029,682.96,20488.67
Visakhapatnam,17.6868,83.2185,Mulakalacheruvu APMC,13.8,78.3833,674.12,20223.59
Visakhapatnam,17.6868,83.2185,Punganur APMC,13.3667,78.5833,690.81,20724.28
Visakhapatnam,17.6868,83.2185,Vayalapadu APMC,13.3667,78.7,681.88,20456.48
Visakhapatnam,17.6868,83.2185,Pattikonda APMC,15.395,77.5086,659.77,19793.03
Visakhapatnam,17.6868,83.2185,Duggirala APMC,16.3237,80.621,315.05,9451.4
Visakhapatnam,17.6868,83.2185,Paderu APMC,18.0833,82.6667,73.17,2195.02
Visakhapatnam,17.6868,83.2185,Ipur APMC,16.09,79.97,388.56,11656.82
Vizianagaram,18.1067,83.3956,Kurnool APMC,15.8281,78.0373,623.61,18708.18
Vizianagaram,18.1067,83.3956,Rapur APMC,14.2,79.5333,598.99,17969.66
